audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
9PKFxRZ5vkuG5101HQS6j5fUa2TTule2CYTmZBV5j7s,16-34,male,C. 1-2 days per week,1,5,8700
AkWUSkfK0Dj8DlDJ4q4HNHGTOm9WhrOT1z1TjuTu6ow,35+,female,D. fortnightly,1,3,29043
0vh8KP53dYpgE3rT6blP_Jm44fMa8sE5ui7Hk9b4Hfo,35+,male,D. fortnightly,2,6,173021
2TTYSh4709VkxayKDL77EvPS31fp-D_QpTwlX1GA1fU,,,B. 2-5 days per week,3,7,11884
45O_GukNnM_19h-lhWSdhkVzWb_ZxBHuOwdEmY5nL4A,35+,male,F. less than monthly,1,1,10
5uygk3NgxvscKcX7jvjZnaLl9pXUMRS1cBlCV9CvHtk,16-34,other,C. 1-2 days per week,1,4,58977
7AijuxCH_5FK7I-i41HDPS7S-XYGUjheA_TatXUzuGE,16-34,male,F. less than monthly,1,1,1368
8lPkPCZIx8vaiXqtlhB8HRkEh_dPumgg8ePCQVMOqDE,16-34,male,B. 2-5 days per week,8,10,213535
A7YMGtT9jUz84OUyujjVL4q-tipnsUcOniGo_hm-9r8,,male,E. monthly,1,1,836
0cLIvr0kXJ4H9kvJLO3GUDOvzX9UKK_K5q1x0OqlmG0,35+,male,B. 2-5 days per week,1,1,61
2QL8HQaAE4RJBdJ1o7SEkBVgxIcjNjS_VzqRWxXNcOM,35+,male,F. less than monthly,1,1,1606
4JtWI4mrOArpb3eaG-d8YlYPveu62UAZtaVZhc1Prms,,,B. 2-5 days per week,3,23,53153
5meEMWXJf_sKBpW6xd1lfAVhOWZQ2cS0CYhD_kJlKFs,35+,female,A. daily (5+ days per week),3,9,31613
7dzQ37wvNKWiK5KBkBp4OiNWYHBPpu8pFjQGZDCUYr8,,,B. 2-5 days per week,4,13,76591
9Dzc6Y4pbLyA2NDz0M5TIXWWq-oQG7HSBBxqDUW01BA,35+,male,C. 1-2 days per week,1,2,6330
B7N-PghJK2auIv2k08YK1C0kKcz53QD2aTTTwMgzpPQ,35+,male,E. monthly,1,1,5595
0gG9uMT4TBMb3aAf4tRK8gcQ-EhzyHxIbVfmSfbGI-4,16-34,male,D. fortnightly,1,1,6018
2IS5x5udsn_Gv3cKkVSR7z5oLjE14Vt7mxUq2sjeo48,35+,male,B. 2-5 days per week,2,29,432688
3xfveslyPie4l-QuIqjDMfVFlBcmjuycuWyi5rJ_g98,35+,male,C. 1-2 days per week,1,3,18168
5bbnNEY9q3XyBihty5vEs14b94dkfLY4FYceOeiRRQ8,35+,prefer not to say,C. 1-2 days per week,2,3,35823
7AvbS4bI3mcgTGLnXYpdM1ShFSWT3Gcm0AB3tQloDB8,,,E. monthly,1,2,8586
8f_zikQNPw1_QhvRKinZunxZcTWkfxvoahO6ZKovzss,,,D. fortnightly,2,2,636
A7vvV-l-afILSsHDKHwcq5LhwirXIPaKH2LQCwpsXbo,,,F. less than monthly,1,1,3096
0tlSISvjUmtts37Kn3nlZep2dfXG8Rk2908obK66_zg,35+,female,A. daily (5+ days per week),4,86,954013
2TMbPjxw1yrZFOg38rusLFoUxdjrlZ-DfX5tcoPvmSM,35+,female,F. less than monthly,1,2,2748
43DAT37l7a7TUTUVrvHaYmYEAajebzddhVRDUeQQzQo,16-34,male,F. less than monthly,2,3,9797
5lZLsZByVaPk924ggvf0R3Z_k3OMoAIiQbAT2L72VnU,35+,female,E. monthly,1,2,1618
7VfmwlXQ5BjOGHjZntDVnBy9h80tEps23gNJF2eyzQU,16-34,female,F. less than monthly,1,2,3352
91vUAGIjGrmC4bBD1sLygrqxEqS5BAucvyqoSNyMujI,35+,male,B. 2-5 days per week,2,23,610785
ASFUrFFH-HHfLSh12DOqbT_cEKaMlbKfr8ItbaSANNc,35+,male,C. 1-2 days per week,1,1,6819
C0krv9qnfbPB-5URgJU4VqmI_otttfskk9CkGcRxXRg,16-34,female,B. 2-5 days per week,6,18,15270
DdX5bdibOZy35hJ32GA8gkcmdoLLEygsShJ2FuotJXA,16-34,female,F. less than monthly,1,1,30
1GfTEWdnqTtexm-1Wco6RSiCfjzAwqlI89a1050ir8g,35+,male,F. less than monthly,1,1,40
3Ek09p0mUyVy7JAnQZ0PvgoTxvvBli3qB4P12EPZBXU,35+,female,B. 2-5 days per week,3,16,247554
5S7J7lHOdMkZQBMV6QQaPbKLw1iaVUdE4Q5ppV0xL08,,,C. 1-2 days per week,1,5,396528
7fD6yGQCbUNyvvztYJFt0mll3TH7V_oN4p8tJPQQChs,,,B. 2-5 days per week,1,9,18270
AOJy3p_VXiXFzi5Mx8XUDvuTFDIhfcn-G1psC6qesjY,35+,male,B. 2-5 days per week,7,11,52311
CPPJ2D9_nGiVGIt9sxEa23a-drVfnwE9bPR6tGaavTw,,,F. less than monthly,1,1,1711
EcjTS8AzCcTsSwi7MF_Z83spoM7zwK5_LAFOQL5ptqM,35+,male,F. less than monthly,1,1,464
GsD9d9p3P7Ow9HPIcNzO27jrb2lnVfwo1UZMMZiCgow,35+,,B. 2-5 days per week,2,6,17113
JSYpqNAEMQlDYNAVdEqKSeSto3hBja1Ushf_VRoJ2Os,,,B. 2-5 days per week,2,3,15643
1XP2D9EAz87quEFF97_AuuaywRSKBDUqjN_XFi80Kd8,16-34,male,C. 1-2 days per week,7,23,91234
3xhF4ww_f2qmySUzBZfljn9HPO3Fp4SeKDN0ymtUk00,35+,female,B. 2-5 days per week,6,17,63611
6AXcCGcye8zRVBZvkSKZcaGUDMLXNaXFkkHOBdV28ks,35+,male,E. monthly,1,1,1663
1VGd0JWxVcdqTONcALEy6WEx6e7fUoQm61PWUFWGUp4,35+,male,C. 1-2 days per week,2,8,44600
35YSgGpCESSw40l5MXzebm9LMnpazxJlfay45Z53gF0,35+,female,B. 2-5 days per week,8,47,243266
54hzxS6SJ2TLwJrcuTmHLAL0nvLp_yHrn8rRqpQk3VA,35+,female,F. less than monthly,2,2,188
6vbHJLcBAT8CJWmUjbmRKeECHQPrNGr5HC9BoEoQoBE,35+,male,C. 1-2 days per week,1,3,4820
1C5hU5Z4p2QhGoGZM6NX65G2r5NE9lY1qEJxPBOOvaE,35+,male,C. 1-2 days per week,3,11,15807
384aDL1cG4AOiNfGch0utbk1M62i6tnryGMwd28ypRo,35+,female,D. fortnightly,3,4,1513
4vOF9dGcp2fKvEwFX0v7l0LgdUTNlK0KKglu38yn2Eo,35+,male,B. 2-5 days per week,6,16,56316
6HA_IyQlTzDX27KwIhMwO92HpM-LzYCZ8AAtdz1CgBE,35+,female,F. less than monthly,1,1,3230
7wZPRU_Y1cxNQbRT3l92MO4MLNnaNcE8JgMFg-DV6Ew,35+,female,B. 2-5 days per week,2,2,4227
9ZF2LOQt65li3TB5vCHdj_wT0QTfIOLfUauW5jrkUjk,35+,female,B. 2-5 days per week,3,24,51967
1LVZ8U478ACtUx4-i5VAveamT9GETzJ_j-aL2soTAhE,35+,female,F. less than monthly,1,1,776
36QtwHg0_JkCBY0vs4H50q27CZP6b_gFOzJfh3pqN5s,16-34,female,B. 2-5 days per week,3,15,57634
5PliW6I3JKtjGauxnB-6h_VDJ06fb5nxjQVlCGBmTEg,,,B. 2-5 days per week,2,6,39651
79tSBAyGVDSdZvbGlJdHPf0t-hkMXfz7RkwJKciSynQ,35+,,D. fortnightly,1,2,186
1SGl3rAjoYtkpp7KI_AUf8-yh0_v-OhDaveAyvUwhhU,16-34,female,C. 1-2 days per week,1,6,41961
2qCIpachwQXXLr-_Mdqsp3BMecgNNI9fpXKsRheUAB0,,,C. 1-2 days per week,3,6,25875
4Gcc8R_QFOMHy4FZ2O3jPAE6F6NjEp_uQ1Y03wzNl7A,35+,female,F. less than monthly,1,1,730
6B5Yr0db_MyeZ9TYJDG9wMHr1L6LlhOsAX90o6xf8ks,35+,prefer not to say,D. fortnightly,1,1,40
7nL__IWQQCRL8LyCD1Z80pgTkrq_syHQKASDq1f-d0Y,35+,female,D. fortnightly,4,11,24474
9dtBy74jWDc1EOfSUiVwZpLpJOCnzSRuV4BkNo3FLfU,35+,female,D. fortnightly,2,2,13014
1JNJ8OMHS-oSncoXhE7jHBZ37NaZ6SysUzH6jCbcF7U,,,B. 2-5 days per week,5,7,24796
32Kk0_WP0yCwpIk0zG0k0Wv1WaeQum35cyja1NBfY0w,35+,,E. monthly,1,2,1002
4Y7cMYvwGowAX58ZMWbGGK31fbElO4XOk7d_FVihAXY,35+,female,B. 2-5 days per week,4,31,160269
62jb-a0CJXWCBsih8imT5a_g2ReF8AgbkAYH445yiOU,35+,female,D. fortnightly,1,8,61551
7OctPL_AJkIyrZ-kCMj0X0ERKZV2bDjr0qz-SuThaD8,35+,female,B. 2-5 days per week,5,26,72193
8qLKw6c0IwmegPYgOBrcBP60cQ4DkMAIQst3LDu5b-o,35+,male,D. fortnightly,2,6,20050
1YClCv-Z1Txip7DDkB7EnbBv-N9lyFKAeNF2ctjJmF0,16-34,male,F. less than monthly,1,1,12
3Iw-KKDETwjCrTJNr3va2Kpj-ymsp9kn7WlTrXeoeqM,,,B. 2-5 days per week,6,12,25616
4xodt3YuFBu6sD6gUaYsuDqw8oFHtwRMad24NpA1ovQ,16-34,female,B. 2-5 days per week,1,4,44812
6Whol24YG6qWF38rBHMVycpf-H5NJdxt9qW7GcYnuNI,,,B. 2-5 days per week,1,6,58640
8BfAAJGH05DvCV4Gje8Omon4hr38fnjO2Nvx6lKGD2M,35+,male,B. 2-5 days per week,2,10,369841
9oZvXzX7zqtQXErcdhIDrX3DHzvoihFG3sn9r_3mch8,35+,female,D. fortnightly,2,3,15337
1m6q4uw04WLLtzwFZ1uHXY3j3gLJnhye1LG2wb3wbaI,35+,,B. 2-5 days per week,6,23,145984
3B3vEaSAF7dqduJD9PDIQuTHGzuwFApIfpE5J846BTE,35+,male,C. 1-2 days per week,1,1,13209
4hyZcV0-DDcTjiHYRaVm2au2P-UzbuHqT-FCpgP7sdk,,,F. less than monthly,3,3,318
6R9F946uSMZeyFrs-Yf4D4pxyx9UUXuMeDzifQEnx4s,35+,female,F. less than monthly,1,1,56
7xOp2i1gjYwyuC5PqLPShRJCPK2-lsIXLaZsbLOzZ4c,35+,female,D. fortnightly,1,5,5060
1L5JE8KvllQz3fHAxkCTU92lxi8J75lYs__Q_e_CnzM,35+,male,F. less than monthly,1,1,6272
3Jel8fehOjtzvg6qmaBqalsJW7wys4YTuPgxNkiMjbA,35+,female,B. 2-5 days per week,2,8,60122
4uPM9blipRiAcj8ZHH9-ZVwNmTnlzwW6a3_ZgMPSNmQ,16-34,male,E. monthly,1,1,14648
6q71_ZTStlEhTX6EnV9I3QO0S3sL4jVODJH_NSUmi6o,35+,male,C. 1-2 days per week,3,17,49671
871QOkaDcrElhwr70WKk1uC-rO7irO8J35Ma7IlEq-8,35+,male,D. fortnightly,1,1,3718
A4tzPtE4PgB7Apcl5_3I61TfdemayBRschNRmb1kL2g,16-34,male,C. 1-2 days per week,1,12,25411
1fZdzo5Nm3BT42xUhh6YtwDkj9LiRk1thdAGNZD1kJI,Under 16,female,F. less than monthly,1,1,1652
3GTEx66znnGXYTkTcPISsR0PrDXWq0xzTtbRA86Utts,16-34,female,D. fortnightly,1,10,31119
4ca1yRNYR0kwrZe9eu2OvO_NiqoBa8x7E3s-HVAxhfA,35+,,B. 2-5 days per week,2,16,48898
5tb6mTIOdcNXGskM-vsf-Ategf4yDm2gUATixruRVZU,16-34,female,E. monthly,1,1,6750
7vtnHhtZX-TBI5AKZ5A-x46hqpIf4LzTrSWCXVW3mxI,,,B. 2-5 days per week,15,143,796136
9gnf-6lZVeTb-QF8Lal-YtPKfGn7ANedEBtfkz1raIw,35+,male,C. 1-2 days per week,2,3,16292
BL3F8lwy1jNQS_vihyNQaH8c5kByZHuyEmu_4tkr674,35+,male,B. 2-5 days per week,4,9,58069
1kDGG-BCI__MVak8H_j5VwNtFII7FRVgj9nbE1DhA8o,35+,female,C. 1-2 days per week,5,8,15198
38-yJBBzlNko0ziaUMVYg1CfWPYMscjXDqzXkH9CB6o,16-34,male,B. 2-5 days per week,4,7,16867
4mq3ZAtjhmJwhIvtqQPEL_-FjdKMebBF7bdT-AhpRTo,,,F. less than monthly,1,1,19
6XSklCVQM0ZHBYhlniRKJyS9oxIEDoT4CAmrIaBkEbg,35+,,E. monthly,1,6,19941
8XAiaVNmAqgF1lYAvYD_YBMUNbK1umJP0dd5b37nqQQ,35+,,D. fortnightly,1,2,7001
A0bQPi4xKtYrLtWWxZ5snNdBivI1jCHwbe3LvH6WbeA,35+,female,D. fortnightly,1,3,624
BUia_ikjgSWoU1do5A3K13XiDC-DixixuuxtiTWtmPc,16-34,male,F. less than monthly,1,2,2642
1QodR1uJJRf4S9wNN5uFPWu9x8WTaeoro1E7f3Ff0KE,,,B. 2-5 days per week,8,23,31233
333utN511VvXDePGNIR09O2UfpEOXwdnkDyl5F7ID04,35+,female,D. fortnightly,3,5,2439
4jX7A17os1MuqrL8bYISOoWD7FzHltN2EqgVrd3Up5Q,35+,male,F. less than monthly,1,1,4200
6NRwazRZpdqTAQ_fnTiotVxwOoKreI0BeXD7Hge0Gm8,16-34,male,E. monthly,1,1,119
7iLfYma_dgBZ_H2yug0nNPHXkQndxV48kr_w8qjlllg,35+,prefer not to say,B. 2-5 days per week,5,6,43732
9DWAxcVlvoQYhKnhmFLa1kE1NbD1qPAT0okp7qoVDEo,16-34,male,A. daily (5+ days per week),4,11,134409
AoUSU83cOlXZbPYXdAncSurmcpI1GhV6fqDxWFNRbkY,,,F. less than monthly,2,2,6674
1JoZgHkaF92de3cejpQicfwaaJHWe1_9N1SsyefTyDQ,35+,male,C. 1-2 days per week,3,5,8429
3HM1oAdrCwcfsaq-25cBY-_5sBal5z6pqAaCdzQV4_M,35+,,E. monthly,2,3,32289
4uh2daT2htvcqC-BbN8V3Mhm_KW6c3ah4IUl_CiwkeI,16-34,,E. monthly,1,4,2449
6TXG2UquVxArdrh3buxa_14v1mLzGzUKdF0DmgfKOYQ,35+,male,D. fortnightly,1,2,9804
8N8GQX0TPmjGv9cdeDfe-MJvLTpD1Wa8TlD9MML_KOU,35+,female,F. less than monthly,1,1,1011
9tNIXMJgdOSw-23gsc1_w5xPENFU2ZH_FUsLFafwZNo,35+,female,E. monthly,1,3,15143
1MX26JKW-VxIOQOAaHCeWT3SlJu3faYtqJYc9MmwglE,,,B. 2-5 days per week,4,7,4050
2v7lV1FEdf_JHbwkDW1ZxTuP40QCbZsTfqCme6fm1-Q,35+,female,B. 2-5 days per week,1,1,3776
4YyGTNgLwF6rZ7NmDDGyGvBDkoKJWtUxjYgG9aK3IgI,16-34,female,D. fortnightly,1,1,4210
6E3PW_9hh9VWVfL4xCOLFyhEPlJYrV0u1cKXuLsfIck,35+,male,F. less than monthly,1,1,44
7rqkP4EXioBt7t6dj58oOtPjuJOfByWsQyN7-qKqTLo,35+,female,B. 2-5 days per week,1,34,52457
9CUMsuO2mCNEyT4O0_5NU2DgJO0VpvtbCt8GQ4tIeBk,16-34,,D. fortnightly,1,1,183
ArtwEUz3558alAS-uH5ji61TjxRe5WEr9NISm-IMf98,16-34,male,B. 2-5 days per week,7,29,101223
1YDFVDEOdw-qHNFDJsPp69LeVkDgWWDfhBu-hVK6tm4,35+,male,F. less than monthly,1,1,508
3ILXbXNpw7OQezj3tiLIJYxI33kqG5iJ9mAUdxwhPYY,16-34,female,D. fortnightly,5,6,33583
4p6sGUOqLPwNvF688-GHSjJ_zJ5vxOSxXza4VgrHzwk,,,E. monthly,1,2,739
6DdlqXdy7qrS3CWYnTrHRA129QR-gstSyrWPJJIzIEo,35+,female,F. less than monthly,1,1,1800
85alQQ923OkLfBA7SMNgBbBK3h_C0L2hlxB3Q-yYld8,,,E. monthly,1,2,44
9nGR2g9KECK6AhhpQWm-NSYHgY6HMKIeJOqPNzffAh4,16-34,female,E. monthly,1,1,1644
B2kNYCkhuAMvPIFLRG1Mk0R0WxDAEfosD7CcxnH4Csg,35+,male,B. 2-5 days per week,8,18,154836
CaIVgoBjkiFrFIe1zqDFSzQhhTMiTBSZh77enGgTHCQ,35+,female,B. 2-5 days per week,3,5,43442
E54G7K52MyqIhbCQ5cil4ydGcwbuPZvOuxgCGHF2GJw,35+,female,E. monthly,2,3,9452
25CNH6tAp4hHRy3u5FdeQJP_9uo6nrOj6mARRdJh8OU,35+,male,C. 1-2 days per week,4,8,18402
4374oONnOfUO6EarDxwCeV0saVKhP8Wsdt6RkPqJVIg,35+,male,F. less than monthly,1,1,3968
6Q87AnULBGyQ3clHSQmd70hVzdkBbwCLhkgxRnaRwwc,,,B. 2-5 days per week,5,16,190648
8iYOtEEHHKk3kMv8aeUTIt3_0-6TzFps1b-Dd5K_ijI,16-34,male,B. 2-5 days per week,4,6,45571
B8PsS-CMy0yLHkCxczQIGBMizZAPaSczz-rZJg4gOoo,35+,female,B. 2-5 days per week,4,15,112033
DMbjYLxwQui37LpZFtRr7HEOQzgr-pjW0FQ8sI0o02U,16-34,male,D. fortnightly,2,4,30666
FvEhOiqj7ajwFeHxlhG_UDGjaFyYf_pR0d4vps1wTq0,35+,,B. 2-5 days per week,1,8,13922
HimMAwnc_poA_N_AwXfQoD6LPrv5KaPh0e6qC2SBACQ,35+,prefer not to say,F. less than monthly,1,1,31
1Ap7EyMhg2UTPzhfwbYNHiBoanYDI1Ml0nNyHvMk4d0,16-34,male,D. fortnightly,4,13,22306
3b2BsDF131PPtPGTLVoVeoaDtvZfPENLzBA6N5jmsIo,16-34,prefer not to say,B. 2-5 days per week,4,16,15097
5vvqwVetL4uyQxAKTTx0cmK5MepQGu8W9aQRPArpwH4,35+,male,D. fortnightly,4,5,1770
8Q98DLbSwT28t_TG18gyqXcIb_n-1YKqkNAvo0UDaV4,35+,prefer not to say,D. fortnightly,1,2,2488
10uqCNe-bYxM-Ogkn5Lkfok8qRpr4OqGboRZvKTTFh8,35+,male,F. less than monthly,1,1,12
2lhC6yRy4vLhHQiYM4EI_r5LY0lu3XxZSzfT3yiL0eU,35+,prefer not to say,B. 2-5 days per week,4,24,73678
4nC4IpG-lH0zYevw4J5mO5T_TgQ6GeY3EhLJMGqSNAU,,,D. fortnightly,3,11,32661
6aqBiZFoxPgrCVf1QYDOR04uGBkL_OBRcXz-WSowTVY,35+,male,E. monthly,1,1,557
0qQ3rgBvGcagnaMKMK0AbFczYVHfHQTPqMHLneEC-rU,16-34,prefer not to say,C. 1-2 days per week,1,3,5257
2okNobh6qKea2FHh5gfJQNp7wCMNew2DFo8PAijijTw,35+,female,D. fortnightly,2,2,6895
4cHtzPDO_8LWWaPvLkydecrg8tybifyCiIFg5VoqJQM,16-34,prefer not to say,F. less than monthly,1,1,2958
63D2FC1mTlzyQIJ_tOa3wUvn77igh2yiw0eCwP6mILk,35+,male,B. 2-5 days per week,2,17,18619
7jGuRJ8nwnEqOGAY0TB-9xV9F0hfNJYTAdyWmoWss7A,35+,male,C. 1-2 days per week,2,7,9842
9Iu54QgELz2RqsD-3HmeGoO2xSorMsbUBZTFP-yecw8,16-34,male,F. less than monthly,1,1,3809
BD192-dZTHdHlQzmhp5pYxzfXbptGYGQ5jYXu7KPAQs,16-34,female,B. 2-5 days per week,2,18,177772
12K2NeLWZM3yS1vvMCjZUBVM6iKBMDTL-hYFLmawSzY,35+,prefer not to say,E. monthly,1,1,28
2jVzVTxKA8yGIlHHJgNIso_ODy06b6NofgqNLCsvR5s,35+,male,C. 1-2 days per week,1,1,17255
4s6Yo04gMIGqInFwwoKGS04nc9JyBpUCngwu9mkB9K4,35+,male,B. 2-5 days per week,1,2,2608
6z1groJ6x7Ce0AcoISTQ6_NqthWVOus4cxVRVbyI6m4,35+,prefer not to say,C. 1-2 days per week,4,6,28962
19CMyDG1ACl4ikhAnuq92PlIryVwQR2g4j5LGoh4hTM,16-34,female,F. less than monthly,1,1,1838
2f0xP30G7l61yqGUBx72Qjl5PCtMYmuXtB-eSM4ff2g,35+,male,D. fortnightly,3,6,633
45-tmvvtPUYxoIzyb-U4UksNQzc1_piQU9huKyF5YM8,35+,male,E. monthly,1,1,61
5t-8uqXCKT6woQto1kcPaESe52_7jTYOpiWid8RWzWQ,35+,male,E. monthly,2,5,21087
7b00-QUz5gruQtEQLjF0hRgY5Fwn3aP1V-_5r_-Ms_0,35+,female,D. fortnightly,4,15,15712
9JADmN6R5Iiq5PR6JzOG8VOXCtGgu8XpQa9C-Ydka2Y,35+,,A. daily (5+ days per week),4,9,271881
B9wTy5mg6mkRmaoVIVgxc--2xKOCzfzQq4r_HEdujvE,35+,prefer not to say,E. monthly,1,1,670
17zzzTr51-WNafe0f3gcOdIeidCo21FEgQufeNh9Als,,,F. less than monthly,1,1,1643
2bYpsmmIl_ML63V3LN1zMKLqO_bSYb6Ev_wT18DxMXQ,,,F. less than monthly,1,1,3
4IFQKM0H_cQJgB1NLxujoPbtd8GvB7k68mI7v6f5Ydc,16-34,female,C. 1-2 days per week,2,5,1668
5peYG5hCNeZ38d8zrDHQGvBQPGuOFFipE_WtuKt8LFw,35+,female,F. less than monthly,1,1,6392
7CO-CiJvxsoFti2y1Kk5FPcur-b8mEffFFZjM1AOMPk,35+,male,E. monthly,1,1,4671
8c6lodi-z_pTNiOXr0H2lrQeZWah0qMR8obo3GUCfDs,35+,,C. 1-2 days per week,2,8,72719
0xQTYYxnu8RA3FlgOAfIoLlfE_SJTJq2z5J_y5Oc3QA,35+,male,B. 2-5 days per week,3,11,52365
36I1uFc4eNjcrRddkj7SJHM8vcF7o-_fdGZ9XykFo6k,35+,prefer not to say,C. 1-2 days per week,1,2,21844
4dGx6ETXROD126ODmyVQYptHwjSAoIAfH2FFz6jGqTw,,,F. less than monthly,1,1,30
68BsF3W_1E8rN4bdqPXmy2uy7qZ_bf7E-R4BzehjLgY,16-34,male,B. 2-5 days per week,1,8,83124
7jgjDz1VvH1pqWG5YZ7TQMVp0mIfaDpW0V9XXzDJtXk,16-34,female,D. fortnightly,1,3,2443
9fY_djKqD0M5EkWzxXXMBDaKItqeKELjZKlek470sc4,35+,female,F. less than monthly,1,1,111
B2u87RW-7EGcJY2utK5YiFLktI20DETLkbC1jUe9fxY,35+,,B. 2-5 days per week,1,1,23605
1V0GTKBgTbsH8IL-3MjMt5eARlPA5S4Dl0YCVzYxisc,35+,male,F. less than monthly,1,1,522
2xmdRwxuAQtAROgPXAj5_0QBqtMTdj2dksUbQiTub5A,16-34,male,F. less than monthly,1,1,922
4STa2O_Aju5LIB2bU-eTk4ZmKoRnvcjAFfjle3xDwBY,16-34,male,F. less than monthly,1,6,42182
64iVHkaSmMuLOLq-XNJlwdqNQf8GX_oLDJ40sAQdf24,,,B. 2-5 days per week,4,23,122603
7aEx1ACGb5kNx9_qoQm3QnV2Da67i2-ZdomMQd7GEiU,16-34,,F. less than monthly,1,1,5340
1-CehqY_s5JNvfTBGBrXQ829l0oenqtuDFQRSbIX7Yk,,,D. fortnightly,1,2,3740
30JUTBSu8XUoCzsjcVthlso5dTB2tqYZT35JIq6_it4,16-34,male,D. fortnightly,2,6,5913
4f8BvoxA-USPBceyOlBwNCL5Znxuy5bFjAHXi4jYLn8,16-34,male,D. fortnightly,1,2,99
6M2vphhrV-hVxrZAb9fGEndi5l1DVmirpqICY2JbOj4,35+,male,C. 1-2 days per week,1,1,237
7zddmWzea1JWjk_8thyZ3DfyUiUnzY-YbpBXTL-yh0Q,16-34,male,B. 2-5 days per week,1,5,6990
9vr5F16LXWvO7GqiET3U4F-au7B5KlvsiIo-Z745rjo,,,D. fortnightly,4,5,5782
1SiP_uPimOu21rD0Gwzidw0VZsPTm2JXTAjonfTfz90,16-34,female,D. fortnightly,4,18,55657
33zOHfrJXqX8icS48ZHw7yJFDHTBhaGwKatC6PxUDbw,35+,female,B. 2-5 days per week,3,18,204455
4NP8A_4Mo4Mdg_xFTbJWnbEjO10J-fNC8Jte3-q1HV0,,,B. 2-5 days per week,8,35,161815
5iy1jRoXsV1Wootq3GRy46J6upt_o7YNtD1mzZxjQng,35+,male,D. fortnightly,1,1,4044
7_W9JwB-PHmkWh1dYv-MoN1e5dSSqSRhJy__pG5I9RU,16-34,male,D. fortnightly,2,3,637
9T3M6LrOAS0QWoQum2GhBDnE5yqqAbjT9-M8jiGRgnc,16-34,female,F. less than monthly,1,1,1677
AzmdV52R-Y1P-Z3cNWaRORgv__a48xUMbLV91mKVcXg,35+,male,C. 1-2 days per week,1,1,3018
1WAD_CINEJiYR_VD8GgarHSvoigV47tBGgur7goDBN4,,,F. less than monthly,2,2,7700
2wP2Lki-PcE9q7ToMj09kDzkClqBBsJFcEFxrJOlcaQ,35+,male,E. monthly,2,2,471
4YusrGZCfFLxFCnCx9PLb91_mSRtXrRogoP5_KeD_Ys,35+,,C. 1-2 days per week,2,10,45978
6JYvtYmAumXWyRYNzeCNgqIb4OaczPHZIG53JFEsUCQ,35+,male,E. monthly,1,1,4800
8KY4eFpTYrydog1ErbBWhkvAOXtSsb_bpcWPfZ12AtA,,,B. 2-5 days per week,2,4,36739
9pY-RJj2Lb-7mfKHtq-XGIFij4-CKJR4sPos57hTndU,35+,male,A. daily (5+ days per week),4,36,1160766
B8ewJk56-ItD3JphUBk4OqcOjtFgdbxFA9vCxMzCj-I,16-34,female,C. 1-2 days per week,2,9,77726
1DqUSpY_4tp4bfhsSmqv8YZXRDQ9Flw1QF1-fCABG9I,35+,female,F. less than monthly,1,1,8
2o_1FjyygkdouEJwZ_sE40kTg-l-mK_9P0vHDkx4f1c,16-34,male,F. less than monthly,3,4,8784
4U5AY9ssY3eedRyXzdmDhE2Aa9JG4jIx8zKELdrYBbc,,,B. 2-5 days per week,3,14,40679
6EFfi4FD4zk2a8iFUOtxU9ugytJZ41RrysdJGqMQMGU,16-34,male,E. monthly,1,1,11002
7U-9Ue7aBLeTYfjZqC03mdlU_hn3gXMQTcanPYUbC3E,16-34,female,E. monthly,1,7,43345
9-ywyZvjZOy4lgjO2a8IxXTirCxF4pf-pA3sjOtG53s,,,E. monthly,2,2,217
AWgQN8hL2eUuMA_lEAR-TXC91qVwspngxE9-htMvC2E,16-34,,E. monthly,2,2,1039
11ZSka5WfWnJxHKb8PzTYq959KvWw-YPKLenSthJooM,,,D. fortnightly,3,6,15816
2p8kp1v8zdot-SDIkuZKOVNN49KR2W-8GRKkp952Qfg,16-34,male,E. monthly,1,1,599
4cFHzGWBg14PJMCBNFfdaBazMRy5EpLiG7Leekum8xk,16-34,male,F. less than monthly,1,1,43
69F1FNDHYR1iZFjlVd5_ZyZ8ejVayf8FvFkM6l-Rrac,35+,male,F. less than monthly,1,1,2651
84QYFArLtSdGrrnBzNu6vdhyI7NowRX8-HNuGsf3G28,35+,male,C. 1-2 days per week,2,5,1730
9c6LTvBFdUx8bsu7hcbnvaiuUEng2ozflYLtIjPV05U,35+,male,F. less than monthly,1,1,2625
17sbt5rWkN5meCnZA4io6VlHUIF_2yATbfctSw49LKg,35+,male,E. monthly,1,1,53
2a087-EvwzQnA46BjJimZW62Kh_LZtsPoIjfYfZxN1c,35+,female,E. monthly,1,3,3383
4K_o3QT8Jzm3Po3w_hVxvVLXQD0mmqPFtcQe9mugjw0,35+,female,A. daily (5+ days per week),3,49,188749
61uWws32CxH4peYD6TkpK6yhiC4U5_VSE4K1EFJEfag,35+,male,D. fortnightly,2,3,3524
7fsd_pLaFwy9oLAErBVjfYEDO0Yzw2ugM0BQpN0dUh8,,,C. 1-2 days per week,2,4,5643
8wzQpJ-ONOrwqUtDcsIraVAcU_T1vYQWQ2mCRfHDa-k,35+,,F. less than monthly,1,1,32
AZW0CxPwp9tSoMHofhprMWejmKoUPn5nZE1h6Pi6SjQ,35+,male,F. less than monthly,1,1,2505
